Country Name,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Denpasar, Kota","Export: Commodities and transaction not elsewhere classified (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Export: Crude materials, inedible, except fuels (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Export: Food and Live Animals (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Export: Machinery and transport equipment (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Export: Manufactured goods, classified chiefly by material (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Export: Mineral fuels, lubricants and related materials (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Export: Miscellaneous manufactures articles (province Level, in USD)",,,,,,,,,
"Denpasar, Kota",GDP expenditure on changes in stock (in IDR Million),,,,,,,,,
"Denpasar, Kota",GDP expenditure on exports (in IDR Million),,,,,,,,,
"Denpasar, Kota",GDP expenditure on general government consumption (in IDR Million),,,,,,,,,
"Denpasar, Kota",GDP expenditure on gross fixed capital formation (in IDR Million),,,,,,,,,
"Denpasar, Kota",GDP expenditure on imports (in IDR Million),,,,,,,,,
"Denpasar, Kota",GDP expenditure on non profit private institution consumption (in IDR Million),,,,,,,,,
"Denpasar, Kota",GDP expenditure on private consumption (in IDR Million),,,,,,,,,
"Denpasar, Kota","GDP on Agriculture Sector (in IDR Million), Constant Price",325536.74,343341.28,352957.21,360219.96,384760,385370,391240,402590,
"Denpasar, Kota","GDP on Agriculture Sector (in IDR Million), Current Price",468265.82,515066,564747.32,629277.35,723420,865150,937110,1022990,
"Denpasar, Kota","GDP on Construction Sector (in IDR Million), Constant Price",141147.36,150647.36,157095.07,165908.1,172350,178940,187380,205670,
"Denpasar, Kota","GDP on Construction Sector (in IDR Million), Current Price",217109.16,259185.85,298569.59,369479.86,429190,478320,528770,605060,
"Denpasar, Kota","GDP on Financial Service Sector (in IDR Million), Constant Price",580814.08,610712.7,633154.71,658571.01,685580,745020,807280,879600,
"Denpasar, Kota","GDP on Financial Service Sector (in IDR Million), Current Price",914292.4,1046420.94,1147683.92,1389420.29,1543040,1747880,1929160,2199230,
"Denpasar, Kota","GDP on Manufacturing Sector (in IDR Million), Constant Price",488864.54,511390.28,560850.62,604092.21,650870,702080,726060,768960,
"Denpasar, Kota","GDP on Manufacturing Sector (in IDR Million), Current Price",715780.28,790593.93,927565.08,1120034.83,1266240,1435280,1528260,1674130,
"Denpasar, Kota","GDP on Mining and Quarrying Sector (in IDR Million), Constant Price",228.8,229.45,230.12,230.69,240,240,240,250,
"Denpasar, Kota","GDP on Mining and Quarrying Sector (in IDR Million), Current Price",340.84,379.51,401.69,439.61,530,610,660,690,
"Denpasar, Kota","GDP on Other Service Sector (in IDR Million), Constant Price",456546.88,500053.99,514314.9,536401.56,561670,577370,601060,628230,
"Denpasar, Kota","GDP on Other Service Sector (in IDR Million), Current Price",688926.17,779486.89,848434.33,961888.62,1113890,1196830,1266160,1382490,
"Denpasar, Kota","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Constant Price",1484570.4,1562285.67,1717241.75,1888752.62,2027510,2195130,2409330,2615210,
"Denpasar, Kota","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Current Price",2222458.13,2412533.43,2824335.63,3358710.2,3833430,4675630,5378320,6155670,
"Denpasar, Kota","GDP on Transportation and Telecommunication Sector (in IDR Million), Constant Price",542157.32,574271.6,602211.01,631288.75,674650,712480,746320,790200,
"Denpasar, Kota","GDP on Transportation and Telecommunication Sector (in IDR Million), Current Price",833201.41,920342.53,1025448.09,1202630.9,1408310,1601110,1728720,1872310,
"Denpasar, Kota","GDP on Utilities Sector (in IDR Million), Constant Price",151934.08,164158.8,170462.5,184430.44,200620,213770,228260,244460,
"Denpasar, Kota","GDP on Utilities Sector (in IDR Million), Current Price",235556.73,276472.81,305469.45,372822.22,437060,496610,559340,645360,
"Denpasar, Kota",General administration function expenditure (in IDR),1.32E+11,1.68E+11,1.53E+11,1.93E+11,2.30E+11,1.93E+11,3.42E+11,,
"Denpasar, Kota",Goods and services expenditure (in IDR),74737665849,1.31E+11,1.61E+11,1.64E+11,2.01E+11,2.41E+11,2.95E+11,3.53E+11,4.13E+11
"Denpasar, Kota",Health function expenditure (in IDR),24358935638,59310389841,74774564365,87520131970,1.10E+11,1.14E+11,1.40E+11,,
"Denpasar, Kota",Household Access to Electricity: Total (in % of total household),,100,99.7,99.4,99.85,99.23195,100,100,99.84148407
"Denpasar, Kota",Household Access to Fixed Line Phone Connection (in % of total Household),52.86,,,49.62,,,39.08574,,
"Denpasar, Kota",Household Access to safe Sanitation (in % of total Household),70.96,73.07,75,79.07,77.23,77.41935,74.97311,86.37,80.06476593
"Denpasar, Kota",Household Access to Safe Water (in % of total household),82.04,80.95,89.29,85.95,95.24,96.31336,96.79761,95.82,97.49804688
"Denpasar, Kota",Household per capita expenditure (in IDR),561239,626597,671529,,870030,899629,1109416,1361890,1350210.591
"Denpasar, Kota",Housing and public facilities function expenditure (in IDR),2542932862,4389343758,5041423796,6398750914,2756473850,5804041350,0,,
"Denpasar, Kota",Human Development Index,75.17995,75.65104,76.59,77.17686,,,78.31,,
"Denpasar, Kota",Immunization Coverage for Children under 5 years old (in % of children population under 5 years old),99.62825012,99.65277863,98.68421173,98.50157166,98.50855255,100,99.17765045,97.58564758,99.66046906
"Denpasar, Kota","Import: Animals and vegetable oil, fat and waxes (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Beverages and tobacco (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Chemical and related products, nes (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Commodities and transaction not elsewhere classified (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Crude materials, inedible, except fuels (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Food and Live Animals (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Machinery and transport equipment (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Manufactured goods, classified chiefly by material (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Mineral fuels, lubricants and related materials (province Level, in USD)",,,,,,,,,
"Denpasar, Kota","Import: Miscellaneous manufactures articles (province Level, in USD)",,,,,,,,,
"Denpasar, Kota",Infrastructure function expenditure (in IDR),32549501097,74728223368,57612549818,1.08E+11,1.02E+11,64580008309,87374612049,,
"Denpasar, Kota","Length of District Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota",Length of District Road: Bad Damage (in km) (Bina Marga Data),,,,,,,,,
"Denpasar, Kota","Length of District Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of District Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota",Length of District Road: Fair (in km) (Bina Marga Data),,,,128,,,,,
"Denpasar, Kota","Length of District Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota",Length of District Road: Good (in km) (Bina Marga Data),,,,247,,,,,
"Denpasar, Kota","Length of District Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of District Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota",Length of District Road: Light Damage (in km) (Bina Marga Data),,,,61,,,,,
"Denpasar, Kota","Length of District Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of District Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of National Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota","Length of Province Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Denpasar, Kota",Literacy Rate for Population age 15 and over (in % of total population),96.11,93.77,97.04,97.14,96.64,97.33,96.04,97.46,97.95233917
"Denpasar, Kota",Monthly Per Capita Household Education Expenditure (in IDR),34572,52130,53140,,73144,60963,87448,58080,142264.4505
"Denpasar, Kota",Monthly Per Capita Household Health Expenditure (in IDR),16055,17444,24141,,28498,26975,39378,48790,60126.41467
"Denpasar, Kota",Monthly Per Capita TOTAL Household Expenditure for The Poorest 20 percent (in IDR),238095,278734,319276,,434827,408652,386060,424384,477782.228
"Denpasar, Kota",Morbidity Rate (in %),29.82249,36.53093,25.92285,36.75605,29.57342,30.69788,28.47404,25.14182627,25.44336617
"Denpasar, Kota",Net Enrollment Ratio: Junior Secondary (in %),83.91,71.43,64,64.04,53.4,58.82,70.24,78.16,89.00667572
"Denpasar, Kota",Net Enrollment Ratio: Primary (in %),91.7,88.74,95.16,97.07,97.14,91.88,91.69,89.27,89.75707245
"Denpasar, Kota",Net Enrollment Ratio: Senior Secondary (in %),63.57,57.34,61.32,67.24,61.07,52.43,57.19,63.78,65.68481445
"Denpasar, Kota",Number of Doctors,682,,,549,,,563,,
"Denpasar, Kota",Number of hospitals,15,,,,,,21,,
"Denpasar, Kota",Number of Midwives,194,,,218,,,228,,
"Denpasar, Kota",Number of people employed,,,310832,323471,324938,422784,439146,426602,429844
"Denpasar, Kota","Number of people employed in agriculture, forestry and fishery",,,9506,3873,6238,3709,3273,2542,7515
"Denpasar, Kota",Number of people employed in construction sector,,,17026,12724,13260,17814,29616,23800,30459
"Denpasar, Kota",Number of people employed in electricity and utilities sector,,,852,868,1491,378,3605,3744,4434
"Denpasar, Kota",Number of people employed in financial services sector,,,17280,20649,17407,20860,30432,27134,29769
"Denpasar, Kota",Number of people employed in industrial sector,,,35245,33315,36671,58949,50092,56104,56245
"Denpasar, Kota",Number of people employed in mining and quarrying sector,,,225,,241,,428,,0
"Denpasar, Kota",Number of people employed in social services sector,,,82301,110811,88639,103385,135466,107333,103833
"Denpasar, Kota","Number of people employed in trade, hotel and restaurant sector",,,127581,112370,135353,182877,159544,167213,170855
"Denpasar, Kota",Number of people employed in transportation and telecommunication sector,,,20816,30118,25638,34812,26690,38732,26734
"Denpasar, Kota",Number of people in labor force,,,328588,338402,342738,452508,455985,437834,441880
"Denpasar, Kota",Number of people live below the poverty line (in number of people),11400,15700,12300,13100,13300,17500,14500,12700,17600
"Denpasar, Kota",Number of people underemployed,,,37684,91152,40261,42556,39157,33044,74288
"Denpasar, Kota",Number of people unemployed,,,17756,14931,17800,29724,16839,11232,12036
"Denpasar, Kota",Number of Polindes (Poliklinik Desa/Village Polyclinic),,,,1,,,,,
"Denpasar, Kota",Number of Puskesmas and its line services,35,,,,,,36,,
"Denpasar, Kota",Number of schools at junior secondary level,43,,,47,,,62,,
"Denpasar, Kota",Number of schools at primary level,223,,,217,,,213,,
"Denpasar, Kota",Number of schools at Senior Secondary level,50,,,50,,,64,,
"Denpasar, Kota","Number of Student: Junior Secondary Level (in number of people, 2009 data only)",,,,,643,,,,
"Denpasar, Kota","Number of Student: Primary Level (in number of people, 2009 data only)",,,,,63347,,,,
"Denpasar, Kota","Number of Student: Senior Secondary Level (in number of people, 2009 data only)",,,,,283,,,,
"Denpasar, Kota","Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)",,,,,1225,,,,
"Denpasar, Kota","Number of Teacher: Primary Level (in number of people, 2009 data only)",,,,,1197,,,,
"Denpasar, Kota","Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",,,,,1043,,,,
"Denpasar, Kota",Others expenditure (in IDR),45746111269,56287181242,28801203027,55144190141,78136926625,97950541025,1.18E+11,93256647700,1.48E+11
"Denpasar, Kota","Outstanding Deposits of Commercial Banks owned by Regional Government (Province Level, in IDR Million)",,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area by type of condition: Damaged (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area by type of condition: Immature (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area by type of condition: Mature (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area by type of ownership: Private (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area by type of ownership: Smallholder (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area by type of ownership: State Owned Enterprise (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Land Area: Total (in Hectares),,,,,,,,,
"Denpasar, Kota",Palm Oil Yield by type of ownership: Private (in Kg/Ha),,,,,,,,,
"Denpasar, Kota",Palm Oil Yield by type of ownership: Smallholder (in Kg/Ha),,,,,,,,,
"Denpasar, Kota",Palm Oil Yield by type of ownership: State Owned Enterprise (in Kg/Ha),,,,,,,,,
"Denpasar, Kota",Palm Production by type of ownership: Private (in Tons),,,,,,,,,
"Denpasar, Kota",Palm Production by type of ownership: Smallholder (in Tons),,,,,,,,,
"Denpasar, Kota",Palm Production by type of ownership: State Owned Enterprise (in Tons),,,,,,,,,
"Denpasar, Kota",Palm Production: Total (in Tons),,,,,,,,,
"Denpasar, Kota",Percentage of Population in Rural Areas (only 2005 and 2010) (in % of Total Population),,,,,,,,,
"Denpasar, Kota",Percentage of Population in Urban Areas (only 2005 and 2010) (in % of Total Population),100,,,,,100,100,,
"Denpasar, Kota",Personnel expenditure (in IDR),2.07E+11,2.54E+11,3.04E+11,3.89E+11,4.23E+11,5.34E+11,5.98E+11,6.57E+11,7.23E+11
"Denpasar, Kota",Poverty Gap (index),0.41,0.34,0.26,0.38,0.15,0.2,0.27,0.19,0.29
"Denpasar, Kota",Poverty Line (in IDR),205368,215936,220728,221165,279911,309372,342440,373366,407191
"Denpasar, Kota",Poverty Rate (in % of population),2.16,2.69,2,2.19,2.2,2.21,1.79,1.52,2.07
"Denpasar, Kota","Public, law and order function expenditure (in IDR)",,,8110467285,10322155355,12468829748,14145247600,14960585297,,
"Denpasar, Kota",Religious function expenditure (in IDR),,,,,,,,,
"Denpasar, Kota",Social protection function expenditure (in IDR),1976029159,2455085826,2874298486,7352093988,1670944520,2493275806,0,,
"Denpasar, Kota",Total Area (in Km²),127.78,127.78,127.78,127.78,127.78,,,,
"Denpasar, Kota","Total Commercial and Rural Banks Loans Rupiah and Foreign Currency (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Agriculture (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Business (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Construction (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Manufacture (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Mining and Quarrying (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Other Services (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Social Services (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Trade (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Transportation (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Sector: Utilities (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Utilization: Consumption (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total credit by Utilization: Investment (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Credit by Utilization: Working Capital (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota","Total Deposits (province level, in IDR Million)",,,,,,,,,
"Denpasar, Kota",Total Expenditure (in IDR),3.52E+11,5.13E+11,5.68E+11,7.21E+11,8.49E+11,9.39E+11,1.10E+12,1.31E+12,
"Denpasar, Kota",Total GDP based on expenditure (in IDR Million),,,,,,,,,
"Denpasar, Kota","Total GDP excluding Oil and Gas (in IDR Million), Constant Price",4171800.2,4417091.13,4708517.88,5029895.33,5358250,5710410,6097170,6535170,
"Denpasar, Kota","Total GDP excluding Oil and Gas (in IDR Million), Current Price",6295930.94,7000481.89,7942655.08,9404703.89,10755110,12497410,13856500,15557920,
"Denpasar, Kota","Total GDP including Oil and Gas (in IDR Million), Constant Price",4171800.2,4417091.13,4708517.88,5029895.33,5358250,5710410,6097170,6535170,
"Denpasar, Kota","Total GDP including Oil and Gas (in IDR Million), Current Price",6295930.94,7000481.89,7942655.08,9404703.89,10755110,12497410,13856500,15557920,
"Denpasar, Kota",Total General Allocation Grant/DAU (in IDR),1.87E+11,2.84E+11,3.31E+11,3.42E+11,3.60E+11,3.36E+11,3.81E+11,5.13E+11,5.81E+11
"Denpasar, Kota",Total Natural Resource Revenue Sharing/DBH SDA (in IDR),318317098,258029659,,163212992,140570995,428358794,60627531831,77388576091,
"Denpasar, Kota","Total Natural Resources Revenue Sharing from Fishery (in IDR, realization value)",360493722,182074209,187437131,140043762,143432600,,,,
"Denpasar, Kota","Total Natural Resources Revenue Sharing from Forestry (in IDR, realization value)",,,,,,,,,
"Denpasar, Kota","Total Natural Resources Revenue Sharing from Gas (in IDR, realization value)",,,,,,,,,
"Denpasar, Kota","Total Natural Resources Revenue Sharing from Geothermal  Energy (in IDR, realization value)",,,,,,,,,
"Denpasar, Kota","Total Natural Resources Revenue Sharing from Mining (in IDR, realization value)",,,,,,,,,
"Denpasar, Kota","Total Natural Resources Revenue Sharing from Oil (in IDR, realization value)",,,,,,,,,
"Denpasar, Kota",Total Other Revenue (in IDR),50871723000,43197629000,43516278121,52418621440,83497496955,1.44E+11,2.34E+11,2.12E+11,6.59E+11
"Denpasar, Kota",Total Own Source Revenue/PAD (in IDR),1.16E+11,1.26E+11,2.21E+11,1.76E+11,2.15E+11,2.60E+11,4.25E+11,5.11E+11,6.59E+11
"Denpasar, Kota",Total Population (in number of people),533521,585514,592284,598928,605371,788589,810925,828926,846194
"Denpasar, Kota",Total Population for Age 0-14 (only 2005 and 2010) (in number of people),147919,,,,,142172,,,
"Denpasar, Kota",Total Population for Age 15-64 (only 2005 and 2010) (in number of people),409704,,,,,566075,,,
"Denpasar, Kota",Total Population for Age 65 and above (only 2005 and 2010) (in number of people),16987,,,,,21770,,,
"Denpasar, Kota",Total Revenue (in IDR),4.15E+11,5.41E+11,6.04E+11,6.87E+11,8.21E+11,9.04E+11,1.15E+12,1.38E+12,1.55E+12
"Denpasar, Kota",Total Special Allocation Grant/DAK (in IDR),7420000000,18850000000,7857300000,14250999808,34918000000,14435600000,3556800000,8489350000,8093918000
"Denpasar, Kota",Total Specific Allocation Grant for Agriculture (in IDR Billion),,1.99,0.777,0.777,2.317,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Demographic (in IDR Billion),,,,0.838,0.749,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Education (in IDR Billion),3.35,5.59,2.318,5.697,9.827,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Environment (in IDR Billion),,0.3,0.131,0.131,0.831,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Fishery (in IDR Billion),0.83,1.09,0.563,0.563,2.06,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Forestry (in IDR Billion),,,,,,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Government Sector (in IDR Billion),,,,,,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Health (in IDR Billion),1.45,3.88,1.816,1.816,7.694,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Health Sector (Subsect: Basic Services) (in IDR Billion),,,,,6.499,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Health Sector (Subsect: Recommended Services) (in IDR Billion),,,,,1.195,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Infrastructure (in IDR Billion),1.79,6,2.33,4.429,11.44,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Infrastructure Sector (Subsect: Irrigation) (in IDR Billion),,0.91,,0.417,2.042,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Infrastructure Sector (Subsect: Road) (in IDR Billion),1.79,4.15,1.766,3.312,6.831,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Infrastructure Sector (Subsect: Water) (in IDR Billion),,0.94,0.564,0.7,2.567,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Trade (in IDR Billion),,,,,,,,,
"Denpasar, Kota",Total Specific Allocation Grant for Village (in IDR Billion),,,,,,,,,
"Denpasar, Kota",Total Tax Revenue Sharing/DBH Pajak (in IDR),52963111112,69094596525,,1.02E+11,1.27E+11,1.48E+11,45457491416,56804423909,
"Denpasar, Kota",Tourism and culture function expenditure (in IDR),2115185959,2729511089,3566912994,13594077402,19389286693,17522294043,15889815079,,
"Denpasar, Kota",Villages with road: Asphalt (in % of total villages),100,,,100,,,100,,
"Denpasar, Kota",Villages with road: Dirt (in % of total villages),,,,,,,,,
"Denpasar, Kota",Villages with road: Gravel (in % of total villages),,,,,,,,,
"Denpasar, Kota",Villages with road: Other (in % of total villages),,,,,,,,,
"Depok, Kota",Agriculture function expenditure (in IDR),3031765829,5190464814,,16728966365,11664434205,11112908590,10199929962,,
"Depok, Kota","Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)",,,,,74.64767,,,,
"Depok, Kota","Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)",,,,,70.10983,,,,
"Depok, Kota","Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",,,,,73.11758,,,,
"Depok, Kota",Birth attended by Skilled Health worker (in % of total birth),92.38617,93.80876,92.47064,91.90703,94.89694,96.56357,96.17036,96.79375,94.96497345
"Depok, Kota",BPK Audit Report on Sub-National Budget,2,2,2,2,2,,,,
"Depok, Kota",Capital expenditure (in IDR),1.44E+11,1.37E+11,,3.68E+11,4.16E+11,2.20E+11,2.95E+11,3.30E+11,6.55E+11
"Depok, Kota",Consumer Price Index in 42 cities base 1996,,,,,,,,,
"Depok, Kota",Consumer Price Index in 45 cities base 2002,,,,,,,,,
"Depok, Kota",Consumer Price Index in 66 cities base 2007,,,99.99916667,110.5866667,116.7866667,122.2158333,126.2883333,131.1775,142.3075
"Depok, Kota",Economy function expenditure (in IDR),11576646248,15986103314,,21020128634,21109861616,25671395247,38687788570,,
"Depok, Kota",Education function expenditure (in IDR),97059762375,1.37E+11,,2.22E+11,2.81E+11,2.91E+11,4.35E+11,,
"Depok, Kota",Environment function expenditure (in IDR),66372660959,62500252283,,66929537095,33750008216,37849303542,40270196016,,
"Depok, Kota","Export: Animals and vegetable oil, fat and waxes (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Beverages and tobacco (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Chemical and related products, nes (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Commodities and transaction not elsewhere classified (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Crude materials, inedible, except fuels (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Food and Live Animals (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Machinery and transport equipment (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Manufactured goods, classified chiefly by material (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Mineral fuels, lubricants and related materials (province Level, in USD)",,,,,,,,,
"Depok, Kota","Export: Miscellaneous manufactures articles (province Level, in USD)",,,,,,,,,
"Depok, Kota",GDP expenditure on changes in stock (in IDR Million),,,,,,,,,
"Depok, Kota",GDP expenditure on exports (in IDR Million),,,,,,,,,
"Depok, Kota",GDP expenditure on general government consumption (in IDR Million),,,,,,,,,
"Depok, Kota",GDP expenditure on gross fixed capital formation (in IDR Million),,,,,,,,,
"Depok, Kota",GDP expenditure on imports (in IDR Million),,,,,,,,,
"Depok, Kota",GDP expenditure on non profit private institution consumption (in IDR Million),,,,,,,,,
"Depok, Kota",GDP expenditure on private consumption (in IDR Million),,,,,,,,,
"Depok, Kota","GDP on Agriculture Sector (in IDR Million), Constant Price",167053.64,159921.17,161095.98,167197.76,173870,186950,192030,190530,
"Depok, Kota","GDP on Agriculture Sector (in IDR Million), Current Price",225776.59,237593.31,257750.52,289750.98,310310,356720,375010,392520,
"Depok, Kota","GDP on Construction Sector (in IDR Million), Constant Price",289734.93,299855.37,330725.45,352950.2,380590,415940,475120,526630,
"Depok, Kota","GDP on Construction Sector (in IDR Million), Current Price",397586.61,436237.59,513115.68,586029.42,647930,763200,889740,1017150,
"Depok, Kota","GDP on Financial Service Sector (in IDR Million), Constant Price",192688.45,198084.51,216184.33,225750.03,236210,251440,281640,297910,
"Depok, Kota","GDP on Financial Service Sector (in IDR Million), Current Price",290304.14,316970.54,370616.91,425984.12,465100,525560,604140,658440,
"Depok, Kota","GDP on Manufacturing Sector (in IDR Million), Constant Price",1954749.67,2094461.49,2188502.81,2344941.46,2499040,2607670,2706090,2915290,
"Depok, Kota","GDP on Manufacturing Sector (in IDR Million), Current Price",2902602.63,3366165.69,3980154.31,4590431.37,5101040,5804130,6334560,7060130,
"Depok, Kota","GDP on Mining and Quarrying Sector (in IDR Million), Constant Price",,,,,0,0,0,0,
"Depok, Kota","GDP on Mining and Quarrying Sector (in IDR Million), Current Price",,,,,0,0,0,0,
"Depok, Kota","GDP on Other Service Sector (in IDR Million), Constant Price",356430.25,385097.91,399999.46,434548.53,466560,494520,522250,541120,
"Depok, Kota","GDP on Other Service Sector (in IDR Million), Current Price",581262.1,711977.99,793069.69,932989.53,1035880,1180330,1311380,1413920,
"Depok, Kota","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Constant Price",1371884.46,1500643.82,1680841.66,1771811.26,1873830,2030890,2204510,2364190,
"Depok, Kota","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Current Price",2267692.46,2898532.78,3510526.64,4348712.96,4999830,5858640,6582830,7476100,
"Depok, Kota","GDP on Transportation and Telecommunication Sector (in IDR Million), Constant Price",259654.73,265439.68,272608.12,298180.73,316110,337800,365390,378870,
"Depok, Kota","GDP on Transportation and Telecommunication Sector (in IDR Million), Current Price",513658.92,613108.04,680957.55,828714.6,921390,1014110,1141470,1192360,
"Depok, Kota","GDP on Utilities Sector (in IDR Million), Constant Price",157837.97,162625.11,168289.13,175447.66,183360,194130,201480,231120,
"Depok, Kota","GDP on Utilities Sector (in IDR Million), Current Price",362782.7,424480.7,492955.85,539886.06,582440,642040,674190,791120,
"Depok, Kota",General administration function expenditure (in IDR),1.90E+11,2.00E+11,,3.41E+11,3.40E+11,3.87E+11,4.32E+11,,
"Depok, Kota",Goods and services expenditure (in IDR),94914812201,1.27E+11,,1.32E+11,1.90E+11,2.11E+11,2.71E+11,2.74E+11,3.93E+11
"Depok, Kota",Health function expenditure (in IDR),21055637184,29650702290,,63136543014,72183069221,83571446097,1.18E+11,,
