Country Name,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Parepare, Kota","Import: Machinery and transport equipment (province Level, in USD)",,,,,,,,,
"Parepare, Kota","Import: Manufactured goods, classified chiefly by material (province Level, in USD)",,,,,,,,,
"Parepare, Kota","Import: Mineral fuels, lubricants and related materials (province Level, in USD)",,,,,,,,,
"Parepare, Kota","Import: Miscellaneous manufactures articles (province Level, in USD)",,,,,,,,,
"Parepare, Kota",Infrastructure function expenditure (in IDR),17904333743,37238859041,47408819182,54819698930,71122787062,1.01E+11,56204254093,,
"Parepare, Kota","Length of District Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota",Length of District Road: Bad Damage (in km) (Bina Marga Data),,,,,,,,,
"Parepare, Kota","Length of District Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of District Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota",Length of District Road: Fair (in km) (Bina Marga Data),,,,,,,,,
"Parepare, Kota","Length of District Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota",Length of District Road: Good (in km) (Bina Marga Data),,,,197,,,,,
"Parepare, Kota","Length of District Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of District Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota",Length of District Road: Light Damage (in km) (Bina Marga Data),,,,97,,,,,
"Parepare, Kota","Length of District Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of District Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of National Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota","Length of Province Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Parepare, Kota",Literacy Rate for Population age 15 and over (in % of total population),93.88,95.13,96.2,96.76,95.05,95.2,93.93,94.72,95.09889221
"Parepare, Kota",Monthly Per Capita Household Education Expenditure (in IDR),8657,9456,10821,,22860,20235,28925,27180,36541.53347
"Parepare, Kota",Monthly Per Capita Household Health Expenditure (in IDR),5890,5620,7616,,7260,7540,16296,45735,34105.26017
"Parepare, Kota",Monthly Per Capita TOTAL Household Expenditure for The Poorest 20 percent (in IDR),107674,142751,154170,,239145,215171,216718,253842,239005.7553
"Parepare, Kota",Morbidity Rate (in %),23.24576,26.33998,26.18724,31.62998,24.93344,37.0238,25.57881,22.71301895,19.18492317
"Parepare, Kota",Net Enrollment Ratio: Junior Secondary (in %),72.28,67.53,80.98,81.6,58.89,61.17,69.86,73.15,77.28639221
"Parepare, Kota",Net Enrollment Ratio: Primary (in %),86.68,93.01,91.58,91.13,92.76,95.69,89.7,90.34,96.06051636
"Parepare, Kota",Net Enrollment Ratio: Senior Secondary (in %),58.17,64.31,51.88,49.1,52.72,49.84,61.14,58.74,60.93731689
"Parepare, Kota",Number of Doctors,38,,,47,,,30,,
"Parepare, Kota",Number of hospitals,4,,,,,,3,,
"Parepare, Kota",Number of Midwives,65,,,58,,,74,,
"Parepare, Kota",Number of people employed,,,37252,44755,47355,51587,50829,54357,52211
"Parepare, Kota","Number of people employed in agriculture, forestry and fishery",,,2280,2028,2787,2488,2200,2405,1124
"Parepare, Kota",Number of people employed in construction sector,,,3377,4820,4947,4213,5122,4210,5720
"Parepare, Kota",Number of people employed in electricity and utilities sector,,,235,,242,565,205,211,130
"Parepare, Kota",Number of people employed in financial services sector,,,1425,1044,897,1065,2115,1760,2130
"Parepare, Kota",Number of people employed in industrial sector,,,1598,1045,2679,2849,2138,3043,3179
"Parepare, Kota",Number of people employed in mining and quarrying sector,,,70,,,45,15,,273
"Parepare, Kota",Number of people employed in social services sector,,,7698,9654,12167,14283,15984,17033,15295
"Parepare, Kota","Number of people employed in trade, hotel and restaurant sector",,,14549,13935,16789,19483,18972,20607,18111
"Parepare, Kota",Number of people employed in transportation and telecommunication sector,,,6020,7828,6847,6596,4078,5088,6249
"Parepare, Kota",Number of people in labor force,,,46203,52478,54825,58522,55230,56918,54881
"Parepare, Kota",Number of people live below the poverty line (in number of people),7800,9100,8800,8300,7700,8500,7700,7400,8600
"Parepare, Kota",Number of people underemployed,,,6053,8975,8430,9422,11747,12234,10890
"Parepare, Kota",Number of people unemployed,,,8951,7723,7470,6935,4401,2561,2670
"Parepare, Kota",Number of Polindes (Poliklinik Desa/Village Polyclinic),1,,,1,,,1,,
"Parepare, Kota",Number of Puskesmas and its line services,22,,,,,,25,,
"Parepare, Kota",Number of schools at junior secondary level,26,,,27,,,30,,
"Parepare, Kota",Number of schools at primary level,97,,,99,,,102,,
"Parepare, Kota",Number of schools at Senior Secondary level,28,,,24,,,29,,
"Parepare, Kota","Number of Student: Junior Secondary Level (in number of people, 2009 data only)",,,,,1481,,,,
"Parepare, Kota","Number of Student: Primary Level (in number of people, 2009 data only)",,,,,17475,,,,
"Parepare, Kota","Number of Student: Senior Secondary Level (in number of people, 2009 data only)",,,,,2365,,,,
"Parepare, Kota","Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)",,,,,567,,,,
"Parepare, Kota","Number of Teacher: Primary Level (in number of people, 2009 data only)",,,,,1140,,,,
"Parepare, Kota","Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",,,,,706,,,,
"Parepare, Kota",Others expenditure (in IDR),4348801543,6525643046,7558768525,20746951739,24452176547,15643601734,9424347913,6376214776,15283632596
"Parepare, Kota","Outstanding Deposits of Commercial Banks owned by Regional Government (Province Level, in IDR Million)",,,,,,,,,
"Parepare, Kota",Palm Oil Land Area by type of condition: Damaged (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Land Area by type of condition: Immature (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Land Area by type of condition: Mature (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Land Area by type of ownership: Private (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Land Area by type of ownership: Smallholder (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Land Area by type of ownership: State Owned Enterprise (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Land Area: Total (in Hectares),,,,,,,,,
"Parepare, Kota",Palm Oil Yield by type of ownership: Private (in Kg/Ha),,,,,,,,,
"Parepare, Kota",Palm Oil Yield by type of ownership: Smallholder (in Kg/Ha),,,,,,,,,
"Parepare, Kota",Palm Oil Yield by type of ownership: State Owned Enterprise (in Kg/Ha),,,,,,,,,
"Parepare, Kota",Palm Production by type of ownership: Private (in Tons),,,,,,,,,
"Parepare, Kota",Palm Production by type of ownership: Smallholder (in Tons),,,,,,,,,
"Parepare, Kota",Palm Production by type of ownership: State Owned Enterprise (in Tons),,,,,,,,,
"Parepare, Kota",Palm Production: Total (in Tons),,,,,,,,,
"Parepare, Kota",Percentage of Population in Rural Areas (only 2005 and 2010) (in % of Total Population),,,,,,3.14,3.141321,,
"Parepare, Kota",Percentage of Population in Urban Areas (only 2005 and 2010) (in % of Total Population),,,,,,96.86,96.85868,,
"Parepare, Kota",Personnel expenditure (in IDR),84156517961,1.03E+11,1.35E+11,1.59E+11,1.83E+11,2.20E+11,2.65E+11,2.72E+11,3.17E+11
"Parepare, Kota",Poverty Gap (index),1.41,1.57,1.14,1.99,0.84,0.75,0.45,0.88,0.83
"Parepare, Kota",Poverty Line (in IDR),106780,114200,118039,154868,188525,199796,216236,230121,248270
"Parepare, Kota",Poverty Rate (in % of population),6.7,7.86,7.65,7.1,6.52,6.53,5.91,5.58,6.38
"Parepare, Kota","Public, law and order function expenditure (in IDR)",,,3829304163,4175346984,5675874212,7511034356,5565707652,,
"Parepare, Kota",Religious function expenditure (in IDR),,,,,,,,,
"Parepare, Kota",Social protection function expenditure (in IDR),,,,333658350,1858991743,2419990806,2727573384,,
"Parepare, Kota",Total Area (in Km²),99.33,99.33,99.33,99.33,99.33,,,,
"Parepare, Kota","Total Commercial and Rural Banks Loans Rupiah and Foreign Currency (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Agriculture (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Business (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Construction (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Manufacture (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Mining and Quarrying (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Other Services (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Social Services (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Trade (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Transportation (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Sector: Utilities (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Utilization: Consumption (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total credit by Utilization: Investment (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Credit by Utilization: Working Capital (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota","Total Deposits (province level, in IDR Million)",,,,,,,,,
"Parepare, Kota",Total Expenditure (in IDR),1.66E+11,2.49E+11,2.97E+11,3.35E+11,3.94E+11,4.76E+11,5.16E+11,4.75E+11,
"Parepare, Kota",Total GDP based on expenditure (in IDR Million),,,,,,,,,
"Parepare, Kota","Total GDP excluding Oil and Gas (in IDR Million), Constant Price",532393.09,569455.48,609224.94,655255.15,708230,766690,826490,891920,
"Parepare, Kota","Total GDP excluding Oil and Gas (in IDR Million), Current Price",786090.78,891489.09,1063435.37,1298778.61,1519160,1795960,2073560,2376520,
"Parepare, Kota","Total GDP including Oil and Gas (in IDR Million), Constant Price",532393.09,569455.48,609224.94,655255.15,708230,766690,826490,891920,
"Parepare, Kota","Total GDP including Oil and Gas (in IDR Million), Current Price",786090.78,891489.09,1063435.37,1298778.61,1519160,1795960,2073560,2376520,
"Parepare, Kota",Total General Allocation Grant/DAU (in IDR),1.24E+11,1.88E+11,2.09E+11,2.29E+11,2.42E+11,2.66E+11,2.76E+11,3.33E+11,3.84E+11
"Parepare, Kota",Total Natural Resource Revenue Sharing/DBH SDA (in IDR),862110430,1925492807,4208940828,2617044992,857145854,14521513249,7023209901,10366054669,
"Parepare, Kota","Total Natural Resources Revenue Sharing from Fishery (in IDR, realization value)",360493722,182074209,187437131,140043762,143432600,,,,
"Parepare, Kota","Total Natural Resources Revenue Sharing from Forestry (in IDR, realization value)",24301985,5727208,89734995,7736424,4965764,,,,
"Parepare, Kota","Total Natural Resources Revenue Sharing from Gas (in IDR, realization value)",,,,,,,,,
"Parepare, Kota","Total Natural Resources Revenue Sharing from Geothermal  Energy (in IDR, realization value)",,,,,,,,,
"Parepare, Kota","Total Natural Resources Revenue Sharing from Mining (in IDR, realization value)",1121694887,1624612967,3625259653,2297905371,758958680,,,,
"Parepare, Kota","Total Natural Resources Revenue Sharing from Oil (in IDR, realization value)",,,,,,,,,
"Parepare, Kota",Total Other Revenue (in IDR),12012972065,13075981164,23871689173,25040928768,33499858826,61513261056,1.15E+11,70157492224,72462216860
"Parepare, Kota",Total Own Source Revenue/PAD (in IDR),18880252605,23842360311,26219168586,31591821824,37378317675,45252486013,50922101828,52629180248,72462216860
"Parepare, Kota",Total Population (in number of people),115318,115008,116309,117591,118842,129262,131514,133381,135192
"Parepare, Kota",Total Population for Age 0-14 (only 2005 and 2010) (in number of people),36914,,,,,35849,,,
"Parepare, Kota",Total Population for Age 15-64 (only 2005 and 2010) (in number of people),71037,,,,,83744,,,
"Parepare, Kota",Total Population for Age 65 and above (only 2005 and 2010) (in number of people),4674,,,,,5617,,,
"Parepare, Kota",Total Revenue (in IDR),1.78E+11,2.74E+11,3.16E+11,3.49E+11,3.80E+11,4.25E+11,4.98E+11,5.34E+11,6.15E+11
"Parepare, Kota",Total Special Allocation Grant/DAK (in IDR),7900000000,29460000000,32513516000,39708000256,44431000000,23514400000,29404700000,50362700000,45798230000
"Parepare, Kota",Total Specific Allocation Grant for Agriculture (in IDR Billion),,1.45,2.635,2.635,2.838,,,,
"Parepare, Kota",Total Specific Allocation Grant for Demographic (in IDR Billion),,,,0.799,0.805,,,,
"Parepare, Kota",Total Specific Allocation Grant for Education (in IDR Billion),3.3,5,10.259,13.563,13.563,,,,
"Parepare, Kota",Total Specific Allocation Grant for Environment (in IDR Billion),,1.5,0.827,0.827,1.12,,,,
"Parepare, Kota",Total Specific Allocation Grant for Fishery (in IDR Billion),0.89,3.66,2.254,2.254,2.112,,,,
"Parepare, Kota",Total Specific Allocation Grant for Forestry (in IDR Billion),,,,,,,,,
"Parepare, Kota",Total Specific Allocation Grant for Government Sector (in IDR Billion),,,,,,,,,
"Parepare, Kota",Total Specific Allocation Grant for Health (in IDR Billion),1.63,3.68,5.973,7.228,7.126,,,,
"Parepare, Kota",Total Specific Allocation Grant for Health Sector (Subsect: Basic Services) (in IDR Billion),,,,,7.126,,,,
"Parepare, Kota",Total Specific Allocation Grant for Health Sector (Subsect: Recommended Services) (in IDR Billion),,,,,,,,,
"Parepare, Kota",Total Specific Allocation Grant for Infrastructure (in IDR Billion),2.08,14.67,10.451,12.402,16.158,,,,
"Parepare, Kota",Total Specific Allocation Grant for Infrastructure Sector (Subsect: Irrigation) (in IDR Billion),,1.53,1.594,1.986,2.741,,,,
"Parepare, Kota",Total Specific Allocation Grant for Infrastructure Sector (Subsect: Road) (in IDR Billion),2.08,9.72,6.767,8.188,10.912,,,,
"Parepare, Kota",Total Specific Allocation Grant for Infrastructure Sector (Subsect: Water) (in IDR Billion),,3.42,2.09,2.228,2.505,,,,
"Parepare, Kota",Total Specific Allocation Grant for Trade (in IDR Billion),,,,,0.709,,,,
"Parepare, Kota",Total Specific Allocation Grant for Village (in IDR Billion),,,,,,,,,
"Parepare, Kota",Total Tax Revenue Sharing/DBH Pajak (in IDR),14023265595,18038940577,19821343389,20130920448,22229716401,14348581102,19848049273,18181273605,
"Parepare, Kota",Tourism and culture function expenditure (in IDR),338967381,987703191,1036529835,1345714140,,0,0,,
"Parepare, Kota",Villages with road: Asphalt (in % of total villages),100,,,100,,,100,,
"Parepare, Kota",Villages with road: Dirt (in % of total villages),,,,,,,,,
"Parepare, Kota",Villages with road: Gravel (in % of total villages),,,,,,,,,
"Parepare, Kota",Villages with road: Other (in % of total villages),,,,,,,,,
"Pariaman, Kota",Agriculture function expenditure (in IDR),2846415255,7443577385,9052749031,10784475741,11990983840,11571084627,11805442111,15667151167,
"Pariaman, Kota","Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)",,,,,69.6125,,,,
"Pariaman, Kota","Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)",,,,,75.32281,,,,
"Pariaman, Kota","Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",,,,,73.16282,,,,
"Pariaman, Kota",Birth attended by Skilled Health worker (in % of total birth),97.14464,96.99542,97.39777,99.31792,97.49031,98.66314,97.41188,99.72585,100
"Pariaman, Kota",BPK Audit Report on Sub-National Budget,,2,2,1,2,,,,
"Pariaman, Kota",Capital expenditure (in IDR),46906011544,1.10E+11,1.08E+11,96464891537,1.25E+11,84884336267,1.14E+11,80614090166,
"Pariaman, Kota",Consumer Price Index in 42 cities base 1996,,,,,,,,,
"Pariaman, Kota",Consumer Price Index in 45 cities base 2002,,,,,,,,,
"Pariaman, Kota",Consumer Price Index in 66 cities base 2007,,,,,,,,,
"Pariaman, Kota",Economy function expenditure (in IDR),770095023,1244061509,4684004078,3813153478,5984609261,6836620544,7418280731,4.00E+11,
"Pariaman, Kota",Education function expenditure (in IDR),40885036986,55372913424,74728997653,92331362072,92170623876,1.19E+11,1.51E+11,1.58E+11,
"Pariaman, Kota",Environment function expenditure (in IDR),1817955273,5090301663,13522634720,6974549301,18297841880,15735493168,19810612657,18473824969,
"Pariaman, Kota","Export: Animals and vegetable oil, fat and waxes (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Beverages and tobacco (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Chemical and related products, nes (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Commodities and transaction not elsewhere classified (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Crude materials, inedible, except fuels (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Food and Live Animals (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Machinery and transport equipment (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Manufactured goods, classified chiefly by material (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Mineral fuels, lubricants and related materials (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Export: Miscellaneous manufactures articles (province Level, in USD)",,,,,,,,,
"Pariaman, Kota",GDP expenditure on changes in stock (in IDR Million),,,,,,,,,
"Pariaman, Kota",GDP expenditure on exports (in IDR Million),,,,,,,,,
"Pariaman, Kota",GDP expenditure on general government consumption (in IDR Million),,,,,,,,,
"Pariaman, Kota",GDP expenditure on gross fixed capital formation (in IDR Million),,,,,,,,,
"Pariaman, Kota",GDP expenditure on imports (in IDR Million),,,,,,,,,
"Pariaman, Kota",GDP expenditure on non profit private institution consumption (in IDR Million),,,,,,,,,
"Pariaman, Kota",GDP expenditure on private consumption (in IDR Million),,,,,,,,,
"Pariaman, Kota","GDP on Agriculture Sector (in IDR Million), Constant Price",162709.21,168544.66,175002.88,183807.69,191990,202600,214320,224720,
"Pariaman, Kota","GDP on Agriculture Sector (in IDR Million), Current Price",251433.23,295804.34,321057.62,359276.68,386420,444830,498670,558500,
"Pariaman, Kota","GDP on Construction Sector (in IDR Million), Constant Price",45359.19,48675.61,52278.01,55738.34,58500,62690,67950,73580,
"Pariaman, Kota","GDP on Construction Sector (in IDR Million), Current Price",70027.6,84311.65,94408.86,106103.49,121070,143550,168220,199230,
"Pariaman, Kota","GDP on Financial Service Sector (in IDR Million), Constant Price",45676.09,48983.94,52596.04,55452.51,58440,62140,66600,71610,
"Pariaman, Kota","GDP on Financial Service Sector (in IDR Million), Current Price",70669.09,78203.94,86361.27,98430.72,108130,121230,137370,156720,
"Pariaman, Kota","GDP on Manufacturing Sector (in IDR Million), Constant Price",71123.52,74559.74,78345.84,83019.24,85640,88980,93340,98110,
"Pariaman, Kota","GDP on Manufacturing Sector (in IDR Million), Current Price",95254.51,106536.69,124601.22,144921.66,158280,176090,198070,224390,
"Pariaman, Kota","GDP on Mining and Quarrying Sector (in IDR Million), Constant Price",10315.63,10572.16,10843.65,10988.57,11120,11390,11700,12020,
"Pariaman, Kota","GDP on Mining and Quarrying Sector (in IDR Million), Current Price",16945.04,20483.69,21494.28,22492.37,23560,25020,26640,28620,
"Pariaman, Kota","GDP on Other Service Sector (in IDR Million), Constant Price",89561.73,93142.39,97414.44,103129.49,107730,112130,117990,125500,
"Pariaman, Kota","GDP on Other Service Sector (in IDR Million), Current Price",137356.31,156665.65,166977.22,190914.39,208260,230260,257790,294930,
"Pariaman, Kota","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Constant Price",65482.83,68915.44,73129.52,77758.36,81180,85220,90220,95430,
"Pariaman, Kota","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Current Price",91087.41,103804.03,117895.89,136310.9,153080,173230,197510,228540,
"Pariaman, Kota","GDP on Transportation and Telecommunication Sector (in IDR Million), Constant Price",64924.96,69117.18,73807.04,77860.18,82150,87060,92580,99020,
"Pariaman, Kota","GDP on Transportation and Telecommunication Sector (in IDR Million), Current Price",120204.05,159768.19,177252.02,198960.57,222220,247000,276640,313390,
"Pariaman, Kota","GDP on Utilities Sector (in IDR Million), Constant Price",6759.28,7366.36,8086.9,8495.84,8850,9440,10110,10860,
"Pariaman, Kota","GDP on Utilities Sector (in IDR Million), Current Price",12673.43,14338.81,15992.94,17390.05,18400,20160,22170,24590,
"Pariaman, Kota",General administration function expenditure (in IDR),31325641670,47087037060,48902584979,61810699039,68002290121,85538732537,77564817122,92182484503,
"Pariaman, Kota",Goods and services expenditure (in IDR),25096548837,33676653628,37406962260,42098837177,52428005579,60766231730,70836905227,73880671646,
"Pariaman, Kota",Health function expenditure (in IDR),7898309778,12045216594,19157896373,28787218426,30107772171,24996066085,26776750068,30957933064,
"Pariaman, Kota",Household Access to Electricity: Total (in % of total household),,97.56,96.41,97.07,98.58,97.48855,98.14427,99.31,99.19895172
"Pariaman, Kota",Household Access to Fixed Line Phone Connection (in % of total Household),11.81,,,11.67,,,5.618498,,
"Pariaman, Kota",Household Access to safe Sanitation (in % of total Household),67.08,68.43,68.12,77.28,74.9,72.9134,75.02544,73.85,85.74734497
"Pariaman, Kota",Household Access to Safe Water (in % of total household),37.06,34.36,32.43,49.23,47.27,66.55067,69.0871,70.05,72.42626953
"Pariaman, Kota",Household per capita expenditure (in IDR),281427,278043,325741,,598170,584503,765528,772804,1004744.636
"Pariaman, Kota",Housing and public facilities function expenditure (in IDR),,,63607901,688962000,1144433100,980324300,855561690,172792500,
"Pariaman, Kota",Human Development Index,71.34994,72.59764,72.82117,73.42822,,,74.89,,
"Pariaman, Kota",Immunization Coverage for Children under 5 years old (in % of children population under 5 years old),82.7805481,91.50881958,90.70632172,94.49343109,91.58516693,90.08042908,92.94584656,84.73890686,90.54243469
"Pariaman, Kota","Import: Animals and vegetable oil, fat and waxes (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Beverages and tobacco (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Chemical and related products, nes (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Commodities and transaction not elsewhere classified (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Crude materials, inedible, except fuels (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Food and Live Animals (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Machinery and transport equipment (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Manufactured goods, classified chiefly by material (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Mineral fuels, lubricants and related materials (province Level, in USD)",,,,,,,,,
"Pariaman, Kota","Import: Miscellaneous manufactures articles (province Level, in USD)",,,,,,,,,
"Pariaman, Kota",Infrastructure function expenditure (in IDR),35498067593,82653615506,69273664125,55548666145,91714972436,59123246849,87989646977,53745652578,
"Pariaman, Kota","Length of District Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota",Length of District Road: Bad Damage (in km) (Bina Marga Data),,,,114,,,,,
"Pariaman, Kota","Length of District Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of District Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota",Length of District Road: Fair (in km) (Bina Marga Data),,,,49,,,,,
"Pariaman, Kota","Length of District Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota",Length of District Road: Good (in km) (Bina Marga Data),,,,50,,,,,
"Pariaman, Kota","Length of District Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of District Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota",Length of District Road: Light Damage (in km) (Bina Marga Data),,,,45,,,,,
"Pariaman, Kota","Length of District Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of District Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of National Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Asphalt (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Bad Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Dirt (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Fair (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Good (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Gravel (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Light Damage (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota","Length of Province Road: Other (in km) (BPS Data, Province only)",,,,,,,,,
"Pariaman, Kota",Literacy Rate for Population age 15 and over (in % of total population),97.11,98.24,98.23,98.23,98.64,98.92,97.58,98.2,98.76119232
"Pariaman, Kota",Monthly Per Capita Household Education Expenditure (in IDR),13706,12070,8165,,28851,26833,35021,26483,63204.27482
"Pariaman, Kota",Monthly Per Capita Household Health Expenditure (in IDR),7566,8453,6293,,20777,16157,26199,31836,28629.69228
"Pariaman, Kota",Monthly Per Capita TOTAL Household Expenditure for The Poorest 20 percent (in IDR),128604,140951,173053,,268097,289252,338069,282783,383205.9357
"Pariaman, Kota",Morbidity Rate (in %),31.81485,22.677,37.15266,34.71785,43.8037,46.33696,41.72815,30.54969609,29.31751609
"Pariaman, Kota",Net Enrollment Ratio: Junior Secondary (in %),68.19,72.13,73.76,70.43,72.56,74.56,75.02,69.49,95.71114349
"Pariaman, Kota",Net Enrollment Ratio: Primary (in %),91.45,96.56,94.17,87.75,85.77,94.14,89.83,94.01,98.74010468
"Pariaman, Kota",Net Enrollment Ratio: Senior Secondary (in %),46.62,56.67,59.89,62.14,67.52,63.65,65.74,66.27,68.19433594
"Pariaman, Kota",Number of Doctors,31,,,18,,,44,,
"Pariaman, Kota",Number of hospitals,1,,,,,,1,,
"Pariaman, Kota",Number of Midwives,84,,,112,,,162,,
